,sentence,label
7800,"as she is questioned after the events by the subtle and manipulative dr . cleave , we learn how she found love only by losing any contact with respectable life and any semblance of propriety .",1
5007,being blue is not his only predicament ; he also lacks the ability to outwardly express his emotions .,1
9460,"the camera cuts back and forth between gus and grace : he talks about what a great driver he is , she says he's a lousy driver .",1
7262,"the film includes victim discussion therapy sessions , phone councilling , conversations between police and abusers , arrests , debates and discussion between the workers at the refuge , trying to decide what should be done about certain cases .",1
4959,"the movie addresses a hungry need for pg-rated , nonthreatening family movies , but it doesn't go too much further .",0
2935,it shows that some studios firmly believe that people have lost the ability to think and will forgive any shoddy product as long as there's a little girl-on-girl action .,0
2364,"a serious movie with serious ideas . but seriously , folks , it doesn't work .",0
3796,"a smart , steamy mix of road movie , coming-of-age story and political satire .",0
2052,one of those movies that make us pause and think of what we have given up to acquire the fast-paced contemporary society .,0
6751,"jim must make it back to his wedding in time , and finch must find the location of stifler's mom's wedding ( ending in 'the graduate' style ) .",1
4471,it all comes down to whether you can tolerate leon barlow . i can't .,0
1050,"elmo touts his drug as being 51 times stronger than coke . if you're looking for a tale of brits behaving badly , watch snatch again . it's 51 times better than this .",0
7264,"as both marly and desiree grapple with the sometimes overwhelming weight of family history and family expectations , and wrestle with questions of love , duty and responsibility , the tale offers a portrait of two women , two families , and two communities standing on the brink of change .",1
4087,pray's film works well and will appeal even to those who aren't too familiar with turntablism .,0
4234,"a beyond-lame satire , teddy bears' picnic ranks among the most pitiful directing debuts by an esteemed writer-actor .",0
6833,"in his sleepy home town on the english coast , nothing much inspires him . . . apart from bowls .",1
3981,"none of this sounds promising and , indeed , the first half of sorority boys is as appalling as any 'comedy' to ever spill from a projector's lens .",0
3275,the story alone could force you to scratch a hole in your head .,0
1584,so original in its base concept that you cannot help but get caught up .,0
9974,"this will cause tremendous natural disasters , wiping out life as we know it .",1
7995,ralph's the kind of guy the nerds stole lunch money from .,1
1046,"certain to be distasteful to children and adults alike , eight crazy nights is a total misfire .",0
4178,a witty screen adaptation of this classic comedy of manners with its generous supply of snappy one-liners .,0
2015,"nemesis suffers from a paunchy midsection , several plodding action sequences and a wickedly undramatic central theme .",0
8616,"he spends each night lying awake in torment , waiting and watching as the evil in the darkness grows stronger , feeding off his fear .",1
2438," . . . best seen as speculative history , as much an exploration of the paranoid impulse as a creative sequel to the warren report .",0
7218,she struggles as a barmaid with occasional singing acts in a dubious bar in chicago .,1
7609,"after chance brings them together they create , 'searching for mr right . com , "" a web site to locate husbands for marie and liz .",1
4196,"none of this is meaningful or memorable , but frosting isn't , either , and you wouldn't turn down a big bowl of that , would you ?",0
9937,she is a wealthy and arrogant girl who is used to getting things done her way .,1
3794,exudes the fizz of a busby berkeley musical and the visceral excitement of a sports extravaganza .,0
