,sentence,label
4155,"In Hemingway 's `` Old Man and the Sea , '' what kind of fish does the old man catch ?",1
5285,When was the first railroad from the east coast to the west coast completed ?,5
4905,What comedian was The Perfect Fool ?,3
267,What is the classic definition of tragic hero ?,0
1104,What soft drink is most heavily caffeinated ?,1
1935,Who is the Pope ?,3
386,How many equal angles are there in an isosceles triangle ?,5
4810,What caused the death of Bob Marley ?,0
3670,What kind of nuts are used in marzipan ?,1
2670,"What President was meant for , but never placed in , the empty crypt beneath the capital 's rotunda ?",3
5287,What do a diamond and lump of coal have in common ?,0
1563,When were camcorders introduced in Malaysia ?,5
4038,How do you say `` eat the day '' in Latin ?,1
209,Which company created the Internet browser Mosaic ?,3
909,Who was nicknamed The Little Corporal ?,3
1289,How did ` stat ' come to be used as an expression for quickly ?,0
4694,How does a hydroelectric dam work ?,0
3954,What is the zodiac sign for August 14 ?,1
1842,What stringed weapon fires a bolt ?,1
4467,When was Beethoven born ?,5
4322,Who was the second person ever to wear Iron Man 's armor ?,3
958,How many boys play the game in Winslow Homer 's 1872 painting Snap the Whip ?,5
1793,"Where was helium first discovered , hence its name ?",4
2088,How do you measure the heat of the sun ?,0
331,What is the normal resting heart rate of a healthy adult ?,5
2789,How far is it from Phoenix to Blythe ?,5
3250,What Lewis Carroll book introduced Humpty Dumpty to the world ?,1
4853,What newspaper returned a Pulitzer Prize for the fraudulent story Jimmy 's World ?,1
1774,How do I write to my Congressman ?,0
2815,How many seats does the Batmobile sport ?,5
3107,How did the Great Depression affect Japan 's history ?,0
4434,What British female pop singing star of the 1960s and early 1970s was a child actress in the 1940s and '50s ?,3
2955,What is AFS ?,2
3154,What color is the lipstick on Boy George 's wax lips at London 's Madame Tussaud 's ?,1
2347,What date is Richard Nixon 's birthday ?,5
4001,How far is the longest hole in 1 on any golf course and where did it happen ?,5
4172,What is a `` repeating voter '' ?,0
1366,What movie told of Anna Anderson 's claim to be a Russian czar 's daughter ?,1
173,Who directed `` Jaws '' ?,3
3379,Where on the Internet can I get chemicals importers ?,4
4362,What Scottish poet penned To a Mouse and To a Louse ?,3
2420,What constellation is known as The Water Bearer ?,4
4761,What were Babe Ruth 's Christian names ?,3
1952,Where did bocci originate ?,4
2807,How do you use `` farther '' as opposed to `` further '' ?,0
2036,What 's the official language of Algeria ?,1
3247,What did Thomas Paine write ?,1
3915,What animal 's tail is called a brush ?,1
4076,"How many people have been killed in wars , armed conflicts ?",5
0,How did serfdom develop in and then leave Russia ?,0
2174,What is the last name of Lucy and Linus from the Peanut 's comic strip ?,3
1356,What does an irate car owner call iron oxide ?,1
4030,How many years of schooling after highschool does it take to become a neurosurgeon ?,5
2653,How much does a poodle weigh ?,5
4273,What author was appointed U.S. ambassador to Spain in 1842 ?,3
396,What is dry ice ?,0
4105,Where can I find free piano scores for popular music ?,4
5374,What do Hasidic Jews refrain from while dating ?,1
1812,What is the hair style called that new military recruits receive ?,0
4438,How many Marx Brothers were there ?,5
3705,What ability has the silkworm moth lost through domestication ?,1
816,Where is Mozambique located ?,4
1572,Which of the following rock 'n roll stars has a `` star '' on Hollywood Boulevard ?,3
3518,What two vegetables are combined in succotash ?,1
1800,What comedian was banned from the Ed Sullivan Show for allegedly making an obscene gesture at the show 's host ?,3
2280,What is a camel hair brush actually made out of ?,1
4321,How many cards is each player dealt in Contract Bridge ?,5
4130,"What is it that walks on four legs , then on two legs , then on three ?",1
5034,Who tramped through Florida looking for the Fountain of Youth ?,3
4712,Where is one 's corpus callosum found ?,4
3351,What are the only players eligible to score points in Roller Derby called ?,3
2887,When did Spain and Korea start ambassadorial relations ?,5
2767,How many warmup pitches does a reliever get coming into a baseball game ?,5
3588,Who made the first airplane ?,3
3758,"What landmark Italian restaurant can be found at 239 West 48th Street , New York City ?",4
554,How do I stop background noise in a car stereo ?,0
1159,What is the death toll of people dying from tuberculosis ?,5
1213,What did The Gas House Gang play ?,1
2615,What was the name of Captain Bligh 's ship ?,1
1325,When did Fraze get his first patent for the pull-tab can ?,5
5444,What did Jack exchange with the butcher for a handful of beans ?,1
2803,What are the medical purposes of `` clitoridectomy '' ?,0
700,How far do you have to run if you hit a home run ?,5
5288,What famous actress made her first appearance on stage at the age of five in the year 191 as `` Baby '' ?,3
4333,What are the four railways in Monopoly ?,3
3928,Who was Ezra Taft Benson ?,3
1455,What is the difference between jazz and blues ?,0
4573,Which infectious disease is the world 's deadliest ?,1
2465,How do windmills work ?,0
5436,What money was used here ?,1
866,What party was Winston Churchill a member of ?,3
1644,What was the role of the Medieval Guild ?,3
3770,What is the name of the deranged super-criminal Otto Octavius uses ?,3
4217,"What California bridge was Don Brown the first to cross , on May 27 , 1937 ?",4
2882,Who claimed to be the world 's most perfectly-developed man ?,3
1490,What U.S. state has the second-longest coastline ?,4
3752,Where was chop suey invented ?,4
729,What are the five most expensive cities in the world ?,4
5233,"What is the claim to fame of Agra , India ?",0
2929,How many teats does a female goat sport ?,5
1936,Where on the Internet can I find information on laundry detergent ?,4
2623,What city did the Mormons establish as their headquarters in 1847 ?,4
1110,What are tourist attractions in Reims ?,4
4437,"What part of Britain comprises the Highlands , Central Lowlands , and Southern Uplands ?",4
4878,What food did Marco Polo introduce into Italy from the court of Kubla Khan ?,1
1185,What is the Hub of London ?,0
2007,What determines the value of the pearl ?,1
193,What city is sometimes called Gotham ?,4
1515,What is the definition of the term `` weapons system '' ?,0
578,What does ribavirin consist of ?,1
2123,What caused the Titanic to sink ?,0
1429,"What sound does Olympia , Washington , overlook ?",4
771,What was Michelangelo 's last name ?,3
5397,How many propellers helped power the plane the Wright brothers flew into history ?,5
1846,Who was the first woman to fly solo across the Atlantic ?,3
131,What is a transistor ?,0
178,How many colonies were involved in the American Revolution ?,5
4873,Who was the oldest U.S. president ?,3
4046,What comedian created a punch-drunk pugilist named Cauliflower McPugg ?,3
2985,What are Arnold Palmer 's fans called ?,3
3032,Where is Melbourne ?,4
2809,What is one of the languages of the Sioux ?,1
5212,"What king is satirized in the line : `` The King was in the countinghouse , counting all his money '' ?",3
2073,"What are Cobol , Fortran , and Pascal ?",0
658,What is the Motto for the State of Maryland ?,0
1896,What was the name of Roy Rogers 's dog ?,1
3935,What does a farrier put shoes on ?,1
2221,What was the name of Darth Vader 's son ?,3
2379,What is the abbreviated term used for the National Bureau of Investigation ?,2
3682,What non-conformist abstract painter was dubbed Jack The Dripper by Time ?,3
342,Where can I buy movies on videotape online ?,4
3013,How does blood clot ?,0
727,How many degrees cooler is the inside of a cucumber than the air outside ?,5
4301,What Asian gulf were the destroyers Maddox and C Turner Joy shot up in ?,4
976,What is the average cost for four years of medical school ?,5
3467,What two US biochemists won the Nobel Prize in medicine in 1992 ?,3
3532,What are the ten safest American cities for pedestrians ?,4
1928,What year were the Olympic Games played in where Nadia Comaneci became popular ?,5
5446,Who was Buffalo Bill ?,3
3844,What product did William Horlick discover and produce ?,1
1299,"Where is Hearst Castle , built by publisher William Randolph Hearst ?",4
4874,"What common plant has a button , cap , cup , gills , and ring ?",1
5011,Define Spumante .,0
660,Where can I find information on the Narragansett Indians and other tribes in Rhode Island ?,4
1790,"What island group contains Jersey , Guernsey , Sark and Herm ?",4
2940,How do microwaves work ?,0
3299,On what avenue is the original Saks department store located ?,4
3529,Name the country which Honecker lived in .,4
4358,Who portrayed Prewett in From Here to Eternity ?,3
3624,What is the VDRL test of blood ?,0
4510,What alloy do copper and tin form ?,1
3203,What state did Helen Keller call home ?,4
1085,Who was America 's first Public Enemy No. 1 ?,3
3912,Who markets Spaghetti-o 's ?,3
1278,What is pandoro ?,0
4704,How many people died in the Vietnam war ?,5
1621,What animal was the heat-seeking missile called the Sidewinder named for ?,1
5275,What international organization was founded by Clara Barton ?,3
3352,What are the statistics for drunken drivers in Maryland ?,5
67,Why do people get calluses ?,0
4988,What four elements make up 90 percent of the human body ?,1
2518,What are the lyrics to the Star Spangled Banner ?,0
2269,What baseball expression came from the nautical term for ships sailing between the Atlantic and Pacific before the Panama Canal ?,0
3749,What is the largest island in the Mediterranean Sea ?,4
4303,Who is Edmund Kemper ?,3
820,How many months does a normal human pregnancy last ?,5
1226,Who was the king who was forced to agree to the Magna Carta ?,3
3551,Who is King in Alley Oop 's home of Moo ?,3
4566,When was the last major eruption of Mount St. Helens ?,5
2367,What is hyperopia ?,0
3601,"What was the claim to fame of the football game that saw Fordham defeat Waynesburg State 12601 on September 3 , 1939 ?",0
3252,What state does Charles Robb represent ?,4
4863,What attorney-general ordered the closing of Alcatraz ?,3
4652,What does a chef coddle eggs in ?,1
3975,What is the legal blood alcohol limit for the state of California ?,1
1143,What is a handheld PC ?,0
397,What 's the most powerful card in Euchre ?,1
5167,Where in the Americas is it only 47 miles from the Atlantic to the Pacific ?,4
4686,How can you tell when figs are ripe ?,0
5244,What is the Order of the Arrow in Boy Scouts ?,0
1398,How do storms form ?,0
1659,How long after intercourse does it take to find out if you are pregnant ?,5
2220,Who was Garrett Morgan married to ?,3
979,What is the current ticket fare from from Cairo to Barbados ?,5
2331,What state is Niagara Falls located in ?,4
1298,When were the Olympic Games in which Nadia Comaneci became popular played ?,5
5335,Where was George Washington born ?,4
82,What is the origin of head lice ?,0
3764,"What 1942 espionage movie reunited director John Huston with Maltese Falconers Humphrey Bogart , Mary Astor , and Sidney Greenstreet ?",1
2915,"Dialing , 900 , 740-TREE to have a tree planted will cost how much ?",5
